여러분은 평소 체력 관리를 위해 어떤 활동을 하고 계신가요? 모두 선택해주세요.,,,,,,
구분,고유번호,성별,나이,지역,설문일시,문항1
LG,w66739640756641,남,1974년 02월 17일 (만 51 세),대전,2025-01-06 14:02,5
LG,w9898629015398,여,1984년 월 일 (만 41 세),경기,2025-01-06 21:23,4
KT,w24938122593816,남,1994년 04월 03일 (만 31 세),광주,2025-01-07 1:58,"9, 4"
KT,w216957529602765,남,1969년 11월 25일 (만 56 세),대구,2025-01-06 10:58,4
LG,w212906991860531,여,1965년 11월 29일 (만 60 세),전북,2025-01-06 20:41,2
KT,w250997291604589,여,1975년 04월 13일 (만 50 세),경기,2025-01-06 20:51,2
KT,w110863931979693,여,1959년 10월 08일 (만 66 세),부산,2025-01-06 10:49,4
LG,w132506960125678,여,1966년 11월 24일 (만 59 세),경기,2025-01-10 17:57,7
LG,w54869673255700,남,1975년 01월 12일 (만 50 세),서울,2025-01-07 8:10,4
LG,w386065051852376,남,2000년 07월 25일 (만 25 세),서울,2025-01-13 15:27,4
LG,w395978931699102,여,1968년 06월 03일 (만 57 세),인천,2025-01-10 15:22,"1, 9"
Wiz,w6637155705058,여,1972년 12월 16일 (만 53 세),인천,2025-01-10 17:26,8
LG,w140988334931186,여,1978년 07월 30일 (만 47 세),전북,2025-01-07 1:23,5
LG,w292082384931674,남,1963년 04월 02일 (만 62 세),서울,2025-01-06 20:39,5
KT,w164853596887415,남,1960년 04월 08일 (만 65 세),경북,2025-01-07 6:17,5
LG,w113116236343239,여,1984년 02월 14일 (만 41 세),경기,2025-01-06 21:48,4
LG,w13762779493540,남,1968년 월 일 (만 57 세),경기,2025-01-07 7:52,6
KT,w25361526520658,남,1975년 12월 06일 (만 50 세),서울,2025-01-06 16:13,"7, 8"
KT,w84301626579908,남,1986년 02월 25일 (만 39 세),경기,2025-01-06 21:44,6
KT,w11197820126574,여,1970년 08월 12일 (만 55 세),인천,2025-01-08 7:20,"8, 3, 4"
KT,w17579994778876,여,1971년 02월 28일 (만 54 세),서울,2025-01-08 19:28,4
KT,w316196092355,여,1980년 11월 05일 (만 45 세),경기,2025-01-06 20:26,4
LG,w321340340104798,남,1972년 03월 23일 (만 53 세),인천,2025-01-11 10:05,"4, 2"
LG,w14636375555205,남,1961년 03월 19일 (만 64 세),서울,2025-01-08 13:50,"4, 2, 8"
LG,w204349280536287,여,1987년 09월 27일 (만 38 세),경기,2025-01-06 14:40,7
LG,w18699883711316,남,1972년 10월 03일 (만 53 세),서울,2025-01-06 11:17,10
LG,w8937623708436,남,1976년 월 일 (만 49 세),인천,2025-01-06 10:50,4
LG,w154599044812009,여,1971년 09월 11일 (만 54 세),경남,2025-01-06 22:12,10
LG,w62342425093261,여,1974년 06월 28일 (만 51 세),인천,2025-01-12 21:34,4
LG,w9439328555390,남,1962년 11월 12일 (만 63 세),서울,2025-01-07 6:30,8
KT,w115076943949263,남,1967년 11월 27일 (만 58 세),대구,2025-01-06 18:43,10
KT,w92891513545572,남,1980년 10월 02일 (만 45 세),서울,2025-01-07 1:25,10
LG,w120247632428301,남,1971년 12월 24일 (만 54 세),강원,2025-01-07 1:59,4
LG,w212833824488078,남,1979년 03월 16일 (만 46 세),경기,2025-01-07 7:47,10
LG,w217951225921174,남,1981년 12월 19일 (만 44 세),경기,2025-01-07 7:19,4
LG,w20149569381086,여,1970년 03월 07일 (만 55 세),대구,2025-01-06 16:13,4
LG,w85422355593598,남,1986년 06월 05일 (만 39 세),경남,2025-01-06 15:50,10
LG,w316074377101869,남,1968년 12월 05일 (만 57 세),경남,2025-01-07 8:28,8
LG,w12747164533332,여,1986년 월 일 (만 39 세),충북,2025-01-06 17:30,7
LG,w12790354761791,남,1997년 10월 20일 (만 28 세),서울,2025-01-07 6:49,10
LG,w12384614969761,여,1974년 04월 18일 (만 51 세),서울,2025-01-06 21:56,4
LG,w222459015739260,남,1987년 04월 01일 (만 38 세),서울,2025-01-13 4:41,9
LG,w95196813996404,남,1970년 09월 14일 (만 55 세),충북,2025-01-07 0:11,1
LG,w22134135098420,남,1970년 04월 15일 (만 55 세),경기,2025-01-06 17:08,6
LG,w79291762223459,여,1987년 08월 08일 (만 38 세),경기,2025-01-06 20:22,10
KT,w26522043003192,남,1965년 02월 08일 (만 60 세),강원,2025-01-07 9:24,"7, 4"
KT,w48503852197216,여,1970년 11월 26일 (만 55 세),부산,2025-01-06 17:03,4
KT,w199330848827911,여,1957년 09월 26일 (만 68 세),대전,2025-01-06 22:31,4
LG,w38184366715988,여,1971년 09월 25일 (만 54 세),충남,2025-01-11 19:54,4
LG,w10964165171616,남,1963년 월 일 (만 62 세),경기,2025-01-07 8:20,4
KT,w2636393070190,남,1974년 07월 08일 (만 51 세),서울,2025-01-08 5:33,1
LG,w11025633185896,남,1974년 11월 14일 (만 51 세),경기,2025-01-06 18:14,2
LG,w137086157457200,남,1980년 12월 10일 (만 45 세),부산,2025-01-06 11:48,4
LG,w13900570300483,남,1977년 08월 29일 (만 48 세),서울,2025-01-06 23:16,4
LG,w12982987194987,남,1962년 04월 09일 (만 63 세),경기,2025-01-06 13:35,4
LG,w13561094265920,남,1962년 02월 26일 (만 63 세),부산,2025-01-06 19:12,4
KT,w78920260552321,여,1965년 06월 14일 (만 60 세),경기,2025-01-06 18:50,4
LG,w145874245402829,남,1955년 12월 20일 (만 70 세),경기,2025-01-07 8:09,10
LG,w13406470554985,남,1975년 월 일 (만 50 세),서울,2025-01-06 15:56,5
KT,w272123363768112,여,1983년 06월 15일 (만 42 세),인천,2025-01-10 10:30,10
LG,w10419523948449,남,1979년 09월 28일 (만 46 세),인천,2025-01-06 10:44,10
LG,w10338410720118,남,1970년 01월 10일 (만 55 세),서울,2025-01-07 0:15,7
KT,w142950722196262,남,1968년 01월 21일 (만 57 세),대구,2025-01-07 6:26,4
KT,,,(만 2025 세),,2025-01-07 8:52,2
KT,w163894451139595,남,1976년 03월 30일 (만 49 세),부산,2025-01-07 0:15,4
KT,w100310660856170,남,1979년 11월 01일 (만 46 세),충북,2025-01-07 23:44,7
LG,w169016164828124,여,1939년 09월 02일 (만 86 세),경기,2025-01-06 19:55,4
LG,w249794856222948,남,1969년 04월 14일 (만 56 세),충북,2025-01-06 11:13,10
LG,w118805259506115,여,2000년 12월 15일 (만 25 세),서울,2025-01-06 20:06,2
KT,w157031262877657,남,1969년 07월 07일 (만 56 세),서울,2025-01-07 5:51,2
LG,w383138777092631,여,1993년 09월 08일 (만 32 세),경기,2025-01-07 0:09,10
LG,w276397477112678,남,1966년 11월 26일 (만 59 세),서울,2025-01-07 0:16,8
LG,w115462956298196,여,1970년 10월 01일 (만 55 세),전북,2025-01-07 8:32,5
LG,w170985391066079,남,1982년 01월 01일 (만 43 세),부산,2025-01-06 11:01,4
LG,w26015987441366,여,1972년 02월 22일 (만 53 세),울산,2025-01-06 17:56,2
LG,w10849647517653,남,1971년 03월 09일 (만 54 세),인천,2025-01-06 23:19,6
LG,w313681452351598,여,1966년 02월 15일 (만 59 세),경기,2025-01-06 9:50,"3, 5, 2, 1, 8, 4"
LG,w65915945538978,남,1972년 10월 10일 (만 53 세),충북,2025-01-07 5:28,10
LG,w12243523003353,여,1964년 03월 13일 (만 61 세),인천,2025-01-08 23:48,"6, 3"
KT,w213232693618066,남,1968년 12월 04일 (만 57 세),경기,2025-01-07 10:20,1
LG,w133033871669860,여,1974년 11월 12일 (만 51 세),경기,2025-01-07 0:12,10
LG,w175081345121585,남,1994년 12월 15일 (만 31 세),부산,2025-01-07 1:29,5
LG,w115964945950580,여,1992년 02월 13일 (만 33 세),충남,2025-01-13 21:13,10
LG,w68518881148320,남,1974년 09월 25일 (만 51 세),경남,2025-01-06 22:28,3
LG,w10407172970737,여,1990년 월 일 (만 35 세),대구,2025-01-07 10:09,6
KT,w32886998283168,여,1970년 07월 03일 (만 55 세),경북,2025-01-06 21:32,10
LG,w22069373828242,여,1984년 01월 05일 (만 41 세),전북,2025-01-06 22:37,10
KT,w166956594937263,여,1996년 09월 28일 (만 29 세),서울,2025-01-07 1:50,6
LG,w135262388588902,여,1975년 06월 02일 (만 50 세),서울,2025-01-06 21:40,2
KT,w37725536344532,남,1980년 04월 22일 (만 45 세),대구,2025-01-08 3:51,10
LG,w10380920390452,남,1975년 01월 25일 (만 50 세),경기,2025-01-07 5:03,4
LG,w28223428967586,남,1961년 10월 07일 (만 64 세),경기,2025-01-06 10:52,10
KT,w364238644695,남,1967년 12월 26일 (만 58 세),경기,2025-01-07 18:31,10
KT,w349925856047,여,1985년 08월 22일 (만 40 세),충북,2025-01-07 0:19,2
LG,w201031835464203,여,1967년 05월 15일 (만 58 세),경기,2025-01-08 21:03,4
LG,w8448329553951,여,1973년 10월 10일 (만 52 세),대구,2025-01-07 2:06,3
LG,w237777979808001,남,1959년 01월 10일 (만 66 세),서울,2025-01-06 19:31,"8, 4"
LG,w40876921867953,여,1978년 06월 22일 (만 47 세),서울,2025-01-07 14:11,4
LG,w10715393104632,여,1995년 02월 13일 (만 30 세),서울,2025-01-07 9:02,1
LG,w226382064310140,여,1989년 09월 29일 (만 36 세),인천,2025-01-06 11:01,10
LG,w10952916678630,남,1980년 월 일 (만 45 세),서울,2025-01-07 2:34,"3, 4"
LG,w65188655072495,여,1975년 05월 28일 (만 50 세),전북,2025-01-07 8:05,10
LG,w210633478216941,여,1969년 02월 10일 (만 56 세),경기,2025-01-06 20:18,"4, 3"
KT,w102406882432505,남,1982년 09월 10일 (만 43 세),서울,2025-01-07 8:27,6
KT,w165841937687364,여,1997년 07월 18일 (만 28 세),경북,2025-01-06 11:02,1
LG,w11258569324891,여,1982년 02월 15일 (만 43 세),대구,2025-01-08 10:15,10
LG,w177661618851756,여,1971년 12월 27일 (만 54 세),인천,2025-01-06 15:52,3
LG,w18640367600723,여,1974년 10월 15일 (만 51 세),경기,2025-01-06 21:17,10
LG,w205125726343858,남,1960년 05월 08일 (만 65 세),경기,2025-01-07 4:56,"8, 4"
Wiz,w5927242894710,여,2006년 05월 21일 (만 19 세),광주,2025-01-11 2:31,4
LG,w10341136690488,여,1995년 월 일 (만 30 세),서울,2025-01-06 12:25,4
LG,w142398940749144,여,1982년 08월 07일 (만 43 세),서울,2025-01-06 12:49,6
LG,w157302913810637,남,1977년 05월 02일 (만 48 세),인천,2025-01-06 15:40,4
KT,w84491943430479,여,1968년 08월 27일 (만 57 세),서울,2025-01-07 0:17,4
LG,w302403910103302,여,1977년 04월 30일 (만 48 세),대전,2025-01-07 7:17,3
KT,w207144880741112,남,1982년 07월 07일 (만 43 세),경기,2025-01-06 13:19,3
KT,w84643621055865,남,1965년 03월 15일 (만 60 세),충북,2025-01-06 14:47,"5, 4"
LG,w7883880422764,남,1967년 월 일 (만 58 세),서울,2025-01-06 11:46,8
LG,w33929285147119,남,1976년 01월 13일 (만 49 세),경기,2025-01-07 4:32,"4, 8"
LG,w12550462962926,남,1969년 10월 27일 (만 56 세),대전,2025-01-06 21:32,10
LG,w155807243628724,남,1985년 02월 17일 (만 40 세),경기,2025-01-06 15:31,"5, 9"
LG,w160249744524139,남,1995년 04월 20일 (만 30 세),전북,2025-01-06 12:00,6
LG,w339815932601472,여,1974년 12월 15일 (만 51 세),경기,2025-01-07 19:25,10
LG,w209172475267090,남,1975년 01월 04일 (만 50 세),제주,2025-01-07 9:39,4
LG,w167916435370678,여,1994년 01월 18일 (만 31 세),서울,2025-01-06 16:32,4
LG,w25630081847362,남,1966년 10월 20일 (만 59 세),부산,2025-01-06 12:16,10
KT,w19378825618375,남,1961년 10월 09일 (만 64 세),대전,2025-01-07 0:41,7
LG,w210638312569920,남,1972년 05월 23일 (만 53 세),경남,2025-01-13 1:24,"8, 4"
LG,w330834993215789,남,1970년 04월 19일 (만 55 세),서울,2025-01-06 19:27,6
KT,w43894535217197,여,1962년 12월 10일 (만 63 세),경기,2025-01-07 9:05,10
KT,w64115298906163,남,1966년 02월 05일 (만 59 세),전남,2025-01-07 13:34,"4, 8"
KT,w25051536851482,여,1965년 09월 20일 (만 60 세),서울,2025-01-07 7:33,"8, 4"
KT,w154695296070936,남,1975년 10월 15일 (만 50 세),인천,2025-01-06 14:20,3
KT,w49470221349438,여,1977년 06월 01일 (만 48 세),경기,2025-01-07 22:03,"5, 8, 7, 4"
KT,w93491196669582,여,1963년 02월 17일 (만 62 세),충남,2025-01-07 17:38,4
LG,w161654057147040,여,1996년 05월 27일 (만 29 세),울산,2025-01-07 16:00,4
LG,w87701078783620,남,1995년 01월 01일 (만 30 세),서울,2025-01-06 23:25,5
LG,w64270594915600,여,1968년 08월 28일 (만 57 세),경기,2025-01-07 15:45,10
LG,w161135450770227,여,1992년 11월 04일 (만 33 세),서울,2025-01-07 8:43,1
KT,w114733872291428,남,1969년 05월 19일 (만 56 세),강원,2025-01-07 6:01,1
KT,w145358377905853,남,1984년 02월 29일 (만 41 세),경남,2025-01-06 10:34,4
LG,w201493611250488,여,1968년 02월 01일 (만 57 세),경기,2025-01-07 9:24,10
LG,w35781769984786,남,1965년 07월 22일 (만 60 세),서울,2025-01-06 16:39,2
LG,w394339852596563,여,1983년 03월 03일 (만 42 세),충남,2025-01-07 6:49,2
LG,w8315529878900,남,1981년 월 일 (만 44 세),부산,2025-01-06 21:50,10
KT,w20986238967965,여,1983년 05월 21일 (만 42 세),경기,2025-01-09 20:43,10
LG,w73615592521199,여,1956년 10월 19일 (만 69 세),경기,2025-01-12 16:08,9
LG,w29798576791562,여,1986년 10월 04일 (만 39 세),경기,2025-01-06 21:14,2
KT,w272825422829675,남,1992년 06월 14일 (만 33 세),경북,2025-01-11 16:00,2
KT,w82714178743712,남,1967년 04월 12일 (만 58 세),서울,2025-01-07 6:40,2
LG,w8072077085941,남,1978년 월 일 (만 47 세),서울,2025-01-06 10:39,9
LG,w168185157058752,여,2000년 04월 04일 (만 25 세),경기,2025-01-06 13:06,5
KT,w85864964003584,여,1974년 02월 02일 (만 51 세),경기,2025-01-07 11:01,3
LG,w390572578171990,남,1973년 12월 13일 (만 52 세),경기,2025-01-07 21:14,"4, 2"
LG,w22096458327359,여,1975년 04월 10일 (만 50 세),전남,2025-01-11 19:00,"4, 8"
LG,w128779541728298,여,1959년 03월 14일 (만 66 세),서울,2025-01-09 22:42,4
LG,w383521425611107,남,1974년 04월 07일 (만 51 세),경기,2025-01-13 21:46,1
LG,w10384151108583,남,1968년 월 일 (만 57 세),서울,2025-01-07 9:30,9
LG,w91885557780053,남,1954년 03월 04일 (만 71 세),경기,2025-01-06 16:17,"4, 8"
LG,w211342574934258,남,1977년 09월 28일 (만 48 세),대전,2025-01-07 7:26,"1, 4"
LG,w10362570055210,여,1988년 월 일 (만 37 세),서울,2025-01-07 0:53,9
KT,w261486092552448,남,1973년 04월 12일 (만 52 세),서울,2025-01-06 23:19,10
KT,w52634979509881,여,1976년 11월 24일 (만 49 세),서울,2025-01-11 9:06,10
KT,w130756866631324,남,1970년 12월 22일 (만 55 세),경기,2025-01-07 10:41,7
KT,w396910192092,남,1991년 02월 20일 (만 34 세),경기,2025-01-07 8:29,10
KT,w115141578151614,남,1974년 09월 01일 (만 51 세),전북,2025-01-06 11:27,6
KT,w85972590871061,여,1974년 06월 08일 (만 51 세),서울,2025-01-06 23:42,"3, 1"
KT,w8764258650596,여,1970년 10월 19일 (만 55 세),인천,2025-01-07 0:43,"4, 5"
KT,,,(만 2025 세),,2025-01-08 8:06,"4, 8, 5"
KT,w59086973524103,여,1950년 02월 21일 (만 75 세),충남,2025-01-07 5:54,4
KT,w200151433806750,여,1975년 05월 25일 (만 50 세),부산,2025-01-07 10:53,1
KT,w287413843653188,남,1968년 10월 02일 (만 57 세),경기,2025-01-07 6:39,10
KT,w16017527415379,여,1989년 12월 15일 (만 36 세),경기,2025-01-06 14:58,10
KT,w117946099551256,남,1956년 09월 20일 (만 69 세),부산,2025-01-07 15:20,8
KT,w57621085760368,남,1981년 03월 21일 (만 44 세),부산,2025-01-06 14:54,1
KT,w40376942939320,남,1969년 01월 12일 (만 56 세),경기,2025-01-06 11:32,5
KT,w264617514229448,여,1994년 11월 30일 (만 31 세),경기,2025-01-07 4:08,8
KT,w170623574480049,남,1972년 06월 09일 (만 53 세),서울,2025-01-07 8:28,2
KT,w150504495327607,남,1990년 09월 10일 (만 35 세),대구,2025-01-07 0:13,10
KT,w243312813743725,남,1948년 07월 02일 (만 77 세),전북,2025-01-06 15:57,4
KT,w166402211384559,여,1982년 11월 08일 (만 43 세),부산,2025-01-12 18:25,10
KT,w34079795877303,여,1970년 11월 24일 (만 55 세),경기,2025-01-06 22:14,2
KT,w76393562868083,여,1968년 04월 10일 (만 57 세),경기,2025-01-06 10:24,4
KT,w186865619363250,남,1964년 02월 07일 (만 61 세),경기,2025-01-06 12:50,4
KT,w25083616084637,남,1985년 02월 20일 (만 40 세),경기,2025-01-06 16:50,10
KT,w182785863368902,남,1973년 01월 16일 (만 52 세),전남,2025-01-07 0:37,10
KT,w81007215231434,남,1961년 09월 23일 (만 64 세),경기,2025-01-07 0:26,9
KT,w71795657839812,남,1961년 01월 13일 (만 64 세),인천,2025-01-07 6:57,"6, 5"
KT,,,(만 2025 세),,2025-01-06 14:10,4
KT,w175125925653088,남,1969년 07월 12일 (만 56 세),경기,2025-01-07 1:34,"4, 6"
KT,w37108267275533,남,1968년 06월 25일 (만 57 세),경기,2025-01-07 1:41,"4, 5, 8, 9"
KT,w282058951354454,남,1957년 08월 26일 (만 68 세),서울,2025-01-07 4:05,"1, 4"
KT,w199403756216883,남,1966년 02월 15일 (만 59 세),서울,2025-01-06 13:30,"6, 1"
KT,w1431792388428,남,1975년 05월 25일 (만 50 세),강원,2025-01-07 6:46,10
KT,w34086062393752,남,1950년 08월 13일 (만 75 세),경북,2025-01-07 0:32,4
KT,w111258313258146,남,1978년 05월 28일 (만 47 세),충남,2025-01-07 0:28,7
KT,w19363251671003,남,1966년 03월 17일 (만 59 세),대전,2025-01-07 5:55,"4, 2"
KT,w250378762722083,여,1987년 10월 26일 (만 38 세),서울,2025-01-07 0:27,10
Wiz,w10243431015,남,1966년 12월 15일 (만 59 세),대구,2025-01-08 9:28,"8, 6"
LG,w7511595071070,남,1998년 11월 20일 (만 27 세),충남,2025-01-06 15:56,1
LG,w105720743845792,남,1974년 08월 10일 (만 51 세),경기,2025-01-06 23:17,10
LG,w186657835318391,남,1966년 10월 01일 (만 59 세),경기,2025-01-07 8:38,4
LG,w290031732584443,여,1974년 12월 10일 (만 51 세),충남,2025-01-06 10:43,4
LG,w15046470475372,남,1956년 04월 05일 (만 69 세),경기,2025-01-06 11:10,1
LG,w204739937263648,남,1964년 06월 10일 (만 61 세),경기,2025-01-08 4:57,"4, 8"
LG,w161671570017458,여,1972년 02월 22일 (만 53 세),인천,2025-01-06 10:36,4
LG,w198144527628416,여,2000년 04월 08일 (만 25 세),경기,2025-01-06 10:20,10
LG,w210088478035707,남,1974년 04월 18일 (만 51 세),대전,2025-01-06 13:45,"2, 4"
LG,w293503952494986,남,2000년 06월 07일 (만 25 세),경북,2025-01-06 14:00,7
LG,w146030417237020,남,1962년 04월 28일 (만 63 세),광주,2025-01-07 4:38,6
KT,w169650457451532,여,1993년 08월 31일 (만 32 세),경기,2025-01-08 0:05,10
KT,w11931993165437,여,1971년 11월 12일 (만 54 세),경기,2025-01-07 12:51,1
LG,w9096898345606,여,1966년 09월 24일 (만 59 세),경북,2025-01-06 19:58,10
LG,w10398085502147,남,1972년 월 일 (만 53 세),세종,2025-01-07 6:07,3
LG,w128902155665109,여,1965년 04월 03일 (만 60 세),서울,2025-01-06 21:03,"4, 2"
LG,w220136925803315,남,1973년 04월 02일 (만 52 세),전남,2025-01-07 20:08,10
KT,w116750931818894,여,1988년 09월 03일 (만 37 세),서울,2025-01-11 7:04,2
KT,w143438954748627,남,1967년 03월 23일 (만 58 세),대전,2025-01-06 23:45,10
KT,w29479039066420,남,1961년 05월 10일 (만 64 세),서울,2025-01-12 10:34,4
KT,w19332189806665,남,1960년 03월 18일 (만 65 세),서울,2025-01-07 5:47,"4, 7, 6"
LG,w230202427127830,남,1963년 07월 24일 (만 62 세),인천,2025-01-06 14:46,4
LG,w14361486518884,남,1967년 월 일 (만 58 세),인천,2025-01-07 21:08,4
LG,w71822048850228,남,1956년 02월 01일 (만 69 세),경기,2025-01-09 0:55,5
LG,w8045869895848,남,1971년 월 일 (만 54 세),대구,2025-01-06 18:02,8
LG,w10337686579278,여,1966년 월 일 (만 59 세),경기,2025-01-06 9:50,4
LG,w60340195031780,남,1963년 10월 13일 (만 62 세),인천,2025-01-06 15:12,4
LG,w75915665376661,남,2004년 04월 18일 (만 21 세),경기,2025-01-06 14:04,4
LG,w10408993870166,남,1972년 월 일 (만 53 세),서울,2025-01-06 11:21,10
LG,w15000845926953,남,1977년 01월 03일 (만 48 세),울산,2025-01-07 8:04,10
LG,w33726771697615,남,1977년 05월 12일 (만 48 세),경기,2025-01-06 23:21,6
LG,w365531815255731,남,1990년 09월 10일 (만 35 세),충남,2025-01-06 14:52,7
KT,w244673033877545,여,1966년 05월 26일 (만 59 세),경북,2025-01-09 5:50,4
LG,w138830340367771,여,1959년 06월 20일 (만 66 세),대구,2025-01-07 5:15,4
LG,w119434447777727,남,1973년 11월 23일 (만 52 세),서울,2025-01-06 11:56,4
LG,w19595711601672,여,1969년 07월 28일 (만 56 세),경기,2025-01-06 10:50,2
KT,w169039116125552,남,1947년 06월 04일 (만 78 세),경기,2025-01-06 22:02,"4, 2"
KT,w109008480785725,남,1998년 02월 19일 (만 27 세),서울,2025-01-07 20:58,"7, 2"
LG,w12994162957537,남,1986년 01월 22일 (만 39 세),경기,2025-01-08 0:27,"5, 3"
LG,w241523990479224,여,1994년 02월 17일 (만 31 세),서울,2025-01-07 2:32,4
LG,w241756226461905,남,1974년 12월 06일 (만 51 세),경기,2025-01-06 14:07,1
KT,w87021474726186,남,1967년 03월 09일 (만 58 세),경기,2025-01-06 11:44,4
KT,w37544293825919,남,1959년 08월 05일 (만 66 세),경기,2025-01-07 14:57,4
LG,w10915456126998,여,1990년 월 일 (만 35 세),경남,2025-01-07 1:10,2
LG,w8488696288790,남,1956년 월 일 (만 69 세),부산,2025-01-07 1:47,"8, 4"
LG,w92181335446888,남,1959년 06월 01일 (만 66 세),경기,2025-01-07 19:42,4
